Settlement Date,Settlement Period,System Sell Price(GBP/MWh),System Buy Price(GBP/MWh),Net Imbalance Volume(MWh)
14/03/2020,8,3,3,-310.611
14/03/2020,9,10.53,10.53,-58.357
14/03/2020,10,8.8,8.8,-76.1
14/03/2020,11,14.48,14.48,-77.925
14/03/2020,12,2.5,2.5,-252.423
14/03/2020,13,2.5,2.5,-287.558
14/03/2020,14,12.05,12.05,-76.569
14/03/2020,15,2.5,2.5,-521.61
14/03/2020,16,2.5,2.5,-400.195
14/03/2020,17,25.61,25.61,-140.347
14/03/2020,18,31.18,31.18,-68.297
14/03/2020,19,44,44,217.771
14/03/2020,20,44,44,192.287
14/03/2020,21,44,44,359.879
14/03/2020,22,45,45,391.3
14/03/2020,23,43.85,43.85,275.896
14/03/2020,24,43.85,43.85,156.422
14/03/2020,25,43.85,43.85,156.5
14/03/2020,26,44,44,334.931
14/03/2020,27,43.85,43.85,256.859
14/03/2020,28,15.96,15.96,-168.109
14/03/2020,29,17.97013,17.97013,-222.635
14/03/2020,30,16.52,16.52,-297.583
14/03/2020,31,12.10135,12.10135,-390.332
14/03/2020,32,2.89,2.89,-364.379
14/03/2020,33,2.5,2.5,-513.332
14/03/2020,34,2.5,2.5,-340.299
14/03/2020,35,2.5,2.5,-70.888
14/03/2020,36,46.5,46.5,34.763
14/03/2020,37,46.4,46.4,35.795
14/03/2020,38,46.45,46.45,209.161
14/03/2020,39,46.4,46.4,64.103
14/03/2020,40,4,4,-434.108
14/03/2020,41,2.2,2.2,-515.823
14/03/2020,42,2.5,2.5,-498.898
14/03/2020,43,45,45,185.919
14/03/2020,44,45,45,185.57
14/03/2020,45,45,45,375.42
14/03/2020,46,45,45,98.991
14/03/2020,47,45,45,115.796
14/03/2020,48,2.5,2.5,-338.102
15/03/2020,1,2.5,2.5,-273.246
15/03/2020,2,45,45,15.412
15/03/2020,3,45,45,116.579
15/03/2020,4,2.5,2.5,-6.221
15/03/2020,5,45,45,204.267
15/03/2020,6,45,45,95.788
15/03/2020,7,2.5,2.5,-36.702
15/03/2020,8,2.5,2.5,-152.787
15/03/2020,9,2.5,2.5,-129.794
15/03/2020,10,2.5,2.5,-61.543
15/03/2020,11,2.5,2.5,-121.836
15/03/2020,12,45,45,4.725
15/03/2020,13,2.5,2.5,-122.101
15/03/2020,14,45,45,42.478
15/03/2020,15,47.5,47.5,311.231
15/03/2020,16,47.5,47.5,290.966
15/03/2020,17,17.83,17.83,-84.951
15/03/2020,18,45,45,175.874
15/03/2020,19,9.35,9.35,-43.766
15/03/2020,20,45,45,196.649
15/03/2020,21,47.5,47.5,619.287
15/03/2020,22,46.5,46.5,378.277
15/03/2020,23,44.25,44.25,182.866
15/03/2020,24,46.5,46.5,424.218
15/03/2020,25,46.5,46.5,515.78
15/03/2020,26,46,46,525.9
15/03/2020,27,46.5,46.5,843.086
15/03/2020,28,46.5,46.5,1017.127
15/03/2020,29,46,46,601.673
15/03/2020,30,44.25,44.25,86.556
15/03/2020,31,2.5,2.5,-266.953
15/03/2020,32,3,3,-485.709
15/03/2020,33,44.5,44.5,145.169
15/03/2020,34,44.5,44.5,94.574
15/03/2020,35,45,45,20.628
15/03/2020,36,47.45,47.45,229.687
15/03/2020,37,50.5,50.5,155.191
15/03/2020,38,50.5,50.5,456.216
15/03/2020,39,60,60,608.146
15/03/2020,40,50.5,50.5,486.597
15/03/2020,41,50.5,50.5,356.541
15/03/2020,42,47.5,47.5,444.374
15/03/2020,43,60,60,630.011
15/03/2020,44,47.5,47.5,260.361
15/03/2020,45,43.75,43.75,111.985
15/03/2020,46,15.65,15.65,-126.749
15/03/2020,47,7.5,7.5,-535.388
15/03/2020,48,15.65,15.65,-163.179
16/03/2020,1,41.75,41.75,512.209
16/03/2020,2,41.75,41.75,205.371
16/03/2020,3,41,41,34.376
16/03/2020,4,40.75,40.75,36.583
16/03/2020,5,41,41,74.666
16/03/2020,6,41,41,29.271
16/03/2020,7,41.75,41.75,87.265
16/03/2020,8,41.75,41.75,120.795
16/03/2020,9,41.75,41.75,46.518
16/03/2020,10,13.8104,13.8104,-96.985
16/03/2020,11,7.75,7.75,-233.585
16/03/2020,12,3,3,-576.411
16/03/2020,13,15,15,-281.905
16/03/2020,14,47.5,47.5,44.308
16/03/2020,15,15.62,15.62,-39.311
16/03/2020,16,10.06,10.06,-186.315
16/03/2020,17,2.5,2.5,-161.818
16/03/2020,18,2.5,2.5,-239.316
16/03/2020,19,2.5,2.5,-336.206
16/03/2020,20,-61.21,-61.21,-756.041
16/03/2020,21,-11.21,-11.21,-540.525
16/03/2020,22,2.5,2.5,-228.754
16/03/2020,23,41.75,41.75,337.31
16/03/2020,24,41.5,41.5,605.509
16/03/2020,25,41.5,41.5,252.026
16/03/2020,26,40.95,40.95,17.055
16/03/2020,27,40.95,40.95,116.39
16/03/2020,28,2.5,2.5,-120.78
16/03/2020,29,41.5,41.5,387.859
16/03/2020,30,2.5,2.5,-68.417
16/03/2020,31,2.5,2.5,-348.574
16/03/2020,32,2.5,2.5,-362.878
16/03/2020,33,20.48294,20.48294,5.077
16/03/2020,34,34,34,320.755
16/03/2020,35,40.95,40.95,47.52
16/03/2020,36,2.5,2.5,-152.497
16/03/2020,37,48.5,48.5,84.098
16/03/2020,38,49,49,189.898
16/03/2020,39,2.5,2.5,-396.526
16/03/2020,40,2.5,2.5,-369.659
16/03/2020,41,2,2,-196.921
16/03/2020,42,2.1,2.1,-371.874
16/03/2020,43,15.8,15.8,-22.098
16/03/2020,44,7.5,7.5,-71.073
16/03/2020,45,42.5,42.5,82.664
16/03/2020,46,42.5,42.5,202.546
16/03/2020,47,7.26985,7.26985,-563.814
16/03/2020,48,5,5,-547.86
17/03/2020,1,14.49,14.49,-214.736
17/03/2020,2,42.5,42.5,16.496
17/03/2020,3,42.5,42.5,19.529
17/03/2020,4,19.66,19.66,-131.357
17/03/2020,5,30,30,-8.87
17/03/2020,6,2.5,2.5,-257.22
17/03/2020,7,21.28,21.28,-166.828
17/03/2020,8,2.1,2.1,-236.839
17/03/2020,9,19.22,19.22,-155.909
17/03/2020,10,19.93,19.93,-226.692
17/03/2020,11,2.5,2.5,-107.994
17/03/2020,12,32.61,32.61,32.112
17/03/2020,13,2,2,-81.85
17/03/2020,14,22,22,-178.555
17/03/2020,15,1.95,1.95,-267.382
17/03/2020,16,42,42,186.066
17/03/2020,17,41.9,41.9,154.311
17/03/2020,18,42,42,163.828
17/03/2020,19,41.9,41.9,23.14
17/03/2020,20,5.05,5.05,-270.431
17/03/2020,21,15,15,-75.839
17/03/2020,22,42,42,219.279
17/03/2020,23,41.9,41.9,46.257
17/03/2020,24,4.50618,4.50618,-123.614
17/03/2020,25,1.95,1.95,-360.743
17/03/2020,26,1.95,1.95,-472.223
17/03/2020,27,5,5,-73.464
17/03/2020,28,42,42,241.212
17/03/2020,29,42,42,422.609
17/03/2020,30,42,42,455.894
17/03/2020,31,42,42,652.261
17/03/2020,32,43.85,43.85,734.057
17/03/2020,33,44.5,44.5,713.191
17/03/2020,34,49.5,49.5,710.048
17/03/2020,35,40.45,40.45,28.919
17/03/2020,36,2.1,2.1,-103.133
17/03/2020,37,15.7,15.7,-35.817
17/03/2020,38,49.25,49.25,198.292
17/03/2020,39,49.25,49.25,198.989
17/03/2020,40,49.25,49.25,173.273
17/03/2020,41,49.25,49.25,104.878
17/03/2020,42,45,45,142.476
17/03/2020,43,42.95,42.95,14.362
17/03/2020,44,21.53,21.53,-37.417
17/03/2020,45,18.75,18.75,-185.775
17/03/2020,46,18.75,18.75,-200.087
17/03/2020,47,18.36,18.36,-1.29
17/03/2020,48,16.88,16.88,-304.816
18/03/2020,1,15.73,15.73,-443.837
18/03/2020,2,17.27,17.27,-235.051
18/03/2020,3,16.47,16.47,-141.531
18/03/2020,4,22.24,22.24,-146.757
18/03/2020,5,22.17,22.17,-229.213
18/03/2020,6,17.24,17.24,-85.551
18/03/2020,7,42.5,42.5,170.37
18/03/2020,8,17.2,17.2,-36.82
18/03/2020,9,25.35,25.35,-32.318
18/03/2020,10,40.5,40.5,56.216
18/03/2020,11,42.95,42.95,81.936
18/03/2020,12,42.95,42.95,113.203
18/03/2020,13,24.31,24.31,-30.605
18/03/2020,14,1.95,1.95,-483.93
18/03/2020,15,2,2,-705.766
18/03/2020,16,5,5,-346.857
18/03/2020,17,43,43,140.885
18/03/2020,18,43,43,243.186
18/03/2020,19,65.6,65.6,556.763
18/03/2020,20,44.95,44.95,457.351
18/03/2020,21,44.95,44.95,384.596
18/03/2020,22,15.7,15.7,-33.784
18/03/2020,23,44.95,44.95,223.66
18/03/2020,24,44.95,44.95,302.495
18/03/2020,25,44.95,44.95,327.401
18/03/2020,26,44.95,44.95,333.141
18/03/2020,27,44.95,44.95,342.744
18/03/2020,28,43.43,43.43,107.799
18/03/2020,29,35.69,35.69,-36.048
18/03/2020,30,8.01,8.01,-210.519
18/03/2020,31,43.35,43.35,39.022
18/03/2020,32,46,46,398.742
18/03/2020,33,49.49,49.49,230.377
18/03/2020,34,49.49,49.49,304.72
18/03/2020,35,58,58,542.419
18/03/2020,36,58,58,240.073
18/03/2020,37,58,58,325.432
18/03/2020,38,58,58,444.917
18/03/2020,39,58,58,386.821
18/03/2020,40,15.99,15.99,-8.692
18/03/2020,41,58,58,176.918
18/03/2020,42,8.01,8.01,-195.758
18/03/2020,43,35,35,4.76
18/03/2020,44,41.98825,41.98825,249.712
18/03/2020,45,43.35,43.35,516.98
18/03/2020,46,41,41,204.481
18/03/2020,47,40.5,40.5,117.261
18/03/2020,48,40.5,40.5,81.957
19/03/2020,1,40.5,40.5,104.199
19/03/2020,2,40.5,40.5,138.609
19/03/2020,3,40,40,29.703
19/03/2020,4,16,16,-229.127
19/03/2020,5,16,16,-364.9
19/03/2020,6,16,16,-346.575
19/03/2020,7,16,16,-378.346
19/03/2020,8,16,16,-262.178
19/03/2020,9,22.86,22.86,-204.397
19/03/2020,10,24.64,24.64,-143.083
19/03/2020,11,1.95,1.95,-46.124
19/03/2020,12,1.95,1.95,-129.467
19/03/2020,13,0,0,-406.308
19/03/2020,14,0,0,-261.518
19/03/2020,15,0,0,-399.28
19/03/2020,16,0,0,-356.705
19/03/2020,17,17,17,-21.22
19/03/2020,18,66,66,144.324
19/03/2020,19,65,65,69.825
19/03/2020,20,66,66,169.985
19/03/2020,21,65,65,85.318
19/03/2020,22,65,65,84.939
19/03/2020,23,65,65,112.239
19/03/2020,24,65,65,97.841
19/03/2020,25,105,105,263.838
19/03/2020,26,17.02,17.02,-28.315
19/03/2020,27,65,65,42.951
19/03/2020,28,17.02,17.02,-152.26
19/03/2020,29,17.1,17.1,-216.53
19/03/2020,30,17.24,17.24,-147.235
19/03/2020,31,17.24,17.24,-239.258
19/03/2020,32,17.24,17.24,-150.459
19/03/2020,33,17.4,17.4,-265.917
19/03/2020,34,17.76,17.76,-174.313
19/03/2020,35,17.76,17.76,-125.053
19/03/2020,36,17.9,17.9,-86.708
19/03/2020,37,128.39,128.39,12.106
19/03/2020,38,127.99,127.99,97.624
19/03/2020,39,127.99,127.99,157.157
19/03/2020,40,18,18,-145.067
19/03/2020,41,18,18,-237.904
19/03/2020,42,17.9,17.9,-444.492
19/03/2020,43,0,0,-594.33
19/03/2020,44,18,18,-392.045
19/03/2020,45,41.75,41.75,14.618
19/03/2020,46,41.75,41.75,48.31
19/03/2020,47,40.75,40.75,37.421
19/03/2020,48,18,18,-39.679
20/03/2020,1,16.55,16.55,-106.214
20/03/2020,2,17.9,17.9,-93.05
20/03/2020,3,17.9,17.9,-121.659
20/03/2020,4,17.9,17.9,-104.859
20/03/2020,5,17.9,17.9,-132.547
20/03/2020,6,17.85,17.85,-251.905
20/03/2020,7,17.9,17.9,-149.735
20/03/2020,8,17.9,17.9,-252.657
20/03/2020,9,18,18,-185.052
20/03/2020,10,17,17,-288.556
20/03/2020,11,18,18,-89.24
20/03/2020,12,18,18,-212.788
20/03/2020,13,17.99488,17.99488,-389.552
20/03/2020,14,17.9,17.9,-590.743
20/03/2020,15,17.85,17.85,-814.124
20/03/2020,16,17.9,17.9,-662.089
20/03/2020,17,18,18,-235.361
20/03/2020,18,18,18,-303.965
20/03/2020,19,18,18,-357.647
20/03/2020,20,18,18,-629.726
20/03/2020,21,18,18,-567.385
20/03/2020,22,18,18,-545.249
20/03/2020,23,18,18,-224.381
20/03/2020,24,18,18,-156.149
20/03/2020,25,18.5,18.5,-64.19
20/03/2020,26,39.69,39.69,45.925
20/03/2020,27,39.5,39.5,54.216
20/03/2020,28,39.5,39.5,85.739
20/03/2020,29,39.5,39.5,38.833
20/03/2020,30,18,18,-93.541
20/03/2020,31,39.49,39.49,67.558
20/03/2020,32,18.55,18.55,-24.117
20/03/2020,33,18,18,-402.993
20/03/2020,34,18,18,-391.623
20/03/2020,35,18,18,-496.709
20/03/2020,36,18.55,18.55,-185.452
20/03/2020,37,18.55,18.55,-9.063
20/03/2020,38,43.75,43.75,162.478
20/03/2020,39,47.5,47.5,231.688
20/03/2020,40,18.55,18.55,-43.442
20/03/2020,41,18.55,18.55,-244.677
20/03/2020,42,18,18,-410.644
20/03/2020,43,18,18,-540.452
20/03/2020,44,16.1,16.1,-452.588
20/03/2020,45,16.1,16.1,-370.705
20/03/2020,46,40.75,40.75,14.68
20/03/2020,47,12.33,12.33,-330.348
20/03/2020,48,12.67,12.67,-376.352
21/03/2020,1,6.44,6.44,-525.768
21/03/2020,2,9.94,9.94,-101.224
21/03/2020,3,40,40,157.215
21/03/2020,4,40,40,25.535
21/03/2020,5,6.13,6.13,-156.229
21/03/2020,6,40,40,70.314
21/03/2020,7,40.75,40.75,321.613
21/03/2020,8,40,40,173.073
21/03/2020,9,39.95,39.95,92.245
21/03/2020,10,39.95,39.95,33.178
21/03/2020,11,5.03008,5.03008,-31.565
21/03/2020,12,5.03008,5.03008,-22.422
21/03/2020,13,39.95,39.95,88.832
21/03/2020,14,7.76,7.76,-58.408
21/03/2020,15,40,40,199.779
21/03/2020,16,10.17,10.17,-203.274
21/03/2020,17,3.42,3.42,-332.579
21/03/2020,18,3,3,-355.128
21/03/2020,19,3,3,-390.219
21/03/2020,20,2.5,2.5,-501.869
21/03/2020,21,0.5,0.5,-973.166
21/03/2020,22,0.09,0.09,-956.598
21/03/2020,23,0.09,0.09,-767.608
21/03/2020,24,0.09,0.09,-727.186
21/03/2020,25,0.68,0.68,-626.025
21/03/2020,26,1.93,1.93,-418.413
21/03/2020,27,0,0,-310.718
21/03/2020,28,0,0,-416.198
21/03/2020,29,2.21,2.21,-259.795
21/03/2020,30,2.38,2.38,-251.052
21/03/2020,31,4.58,4.58,-95.896
21/03/2020,32,3.58,3.58,-145.969
21/03/2020,33,42,42,401.827
21/03/2020,34,43,43,653.213
21/03/2020,35,43.75,43.75,583.268
21/03/2020,36,46,46,820.714
21/03/2020,37,52,52,688.675
21/03/2020,38,53,53,1143.982
21/03/2020,39,53,53,1004.219
21/03/2020,40,46.5,46.5,542.524
21/03/2020,41,46,46,271.563
21/03/2020,42,46,46,23.165
21/03/2020,43,12.24,12.24,-12.287
21/03/2020,44,10.78,10.78,-101.628
21/03/2020,45,43.5,43.5,138.37
21/03/2020,46,43.5,43.5,177.43
21/03/2020,47,7.07,7.07,-314.859
21/03/2020,48,13.54,13.54,-121.837
22/03/2020,1,40,40,48.623
22/03/2020,2,41,41,381.694
22/03/2020,3,41,41,308.851
22/03/2020,4,41,41,116.391
22/03/2020,5,40,40,193.825
22/03/2020,6,41.9,41.9,209.383
22/03/2020,7,41.9,41.9,249.445
22/03/2020,8,41.9,41.9,134.617
22/03/2020,9,41.9,41.9,43.366
22/03/2020,10,42.5,42.5,105.878
22/03/2020,11,43,43,661.662
22/03/2020,12,42.5,42.5,442.899
22/03/2020,13,42.5,42.5,212.615
22/03/2020,14,42.5,42.5,351.628
22/03/2020,15,42.5,42.5,277.676
22/03/2020,16,42.25,42.25,211.994
22/03/2020,17,26.85,26.85,19.889
22/03/2020,18,6.52,6.52,-173.091
22/03/2020,19,6.16,6.16,-21.131
22/03/2020,20,3.3,3.3,-426.219
22/03/2020,21,0.89,0.89,-331.23
22/03/2020,22,2.5,2.5,-182.077
22/03/2020,23,2.5,2.5,-92.939
22/03/2020,24,2.5,2.5,-112.428
22/03/2020,25,41.9,41.9,19.339
22/03/2020,26,41.9,41.9,150.178
22/03/2020,27,41.9,41.9,113.669
22/03/2020,28,2.5,2.5,-73.557
22/03/2020,29,1.95,1.95,-293.941
22/03/2020,30,1.95,1.95,-397.428
22/03/2020,31,2,2,-489.934
22/03/2020,32,1.95,1.95,-439.036
22/03/2020,33,3.55,3.55,-214.337
22/03/2020,34,3.7,3.7,-95.059
22/03/2020,35,3.75,3.75,-347.499
22/03/2020,36,3.75,3.75,-115.94
22/03/2020,37,29.03741,29.03741,-14.397
22/03/2020,38,55,55,229.016
22/03/2020,39,53,53,155.207
22/03/2020,40,4.1,4.1,-106.409
22/03/2020,41,3.65,3.65,-411.726
22/03/2020,42,3.2,3.2,-310.136
22/03/2020,43,4.05,4.05,-402.376
22/03/2020,44,11.85,11.85,-149.818
22/03/2020,45,8.02,8.02,-262.375
22/03/2020,46,9.39,9.39,-170.75
22/03/2020,47,9.75006,9.75006,-126.326
22/03/2020,48,10.1,10.1,-72.312
23/03/2020,1,6.24,6.24,-283.972
23/03/2020,2,7.03006,7.03006,-73.443
23/03/2020,3,7.3,7.3,-182.005
23/03/2020,4,5.33013,5.33013,-581.565
23/03/2020,5,2.5,2.5,-704.295
23/03/2020,6,5.58,5.58,-372.096
23/03/2020,7,4.72,4.72,-493.603
23/03/2020,8,4.72,4.72,-472.972
23/03/2020,9,15.92,15.92,-368.875
23/03/2020,10,15.88,15.88,-267.156
23/03/2020,11,16.21,16.21,-45.433
23/03/2020,12,16.05,16.05,-186.019
23/03/2020,13,30,30,-10.589
23/03/2020,14,18.83,18.83,-213.804
23/03/2020,15,1.95,1.95,-205.559
23/03/2020,16,1.95,1.95,-486.999
23/03/2020,17,2.1,2.1,-431.151
23/03/2020,18,3.85,3.85,-563.34
23/03/2020,19,4.1,4.1,-352.962
23/03/2020,20,4.1,4.1,-77.373
23/03/2020,21,8.03,8.03,-20.428
23/03/2020,22,4.1,4.1,-183.154
23/03/2020,23,4.1,4.1,-425.045
23/03/2020,24,20.65,20.65,-447.003
23/03/2020,25,22.31,22.31,-70.246
23/03/2020,26,41,41,211.586
23/03/2020,27,40,40,18.136
23/03/2020,28,16,16,-262.706
23/03/2020,29,16,16,-353.533
23/03/2020,30,23.15,23.15,-199.045
23/03/2020,31,40,40,295.814
23/03/2020,32,14.52,14.52,-40.772
23/03/2020,33,40,40,114.228
23/03/2020,34,41,41,298.112
23/03/2020,35,41.9,41.9,178.793
23/03/2020,36,49,49,378.321
23/03/2020,37,50,50,466.643
23/03/2020,38,50,50,539.582
23/03/2020,39,9.5,9.5,-19.216
23/03/2020,40,4.5,4.5,-493.343
23/03/2020,41,4.5,4.5,-608.111
23/03/2020,42,2.1,2.1,-1116.177
23/03/2020,43,4.5,4.5,-343.831
23/03/2020,44,40.75,40.75,233.569
23/03/2020,45,40.75,40.75,215.801
23/03/2020,46,40.75,40.75,449.652
23/03/2020,47,40.75,40.75,403.217
23/03/2020,48,40,40,282.034
24/03/2020,1,40.5,40.5,201.216
24/03/2020,2,40,40,238.648
24/03/2020,3,40,40,169.841
24/03/2020,4,13.52,13.52,-28.838
24/03/2020,5,13.63,13.63,-231.842
24/03/2020,6,13.49,13.49,-285.458
24/03/2020,7,14.39,14.39,-108.012
24/03/2020,8,13.62,13.62,-319.767
24/03/2020,9,14.71067,14.71067,-417.472
24/03/2020,10,2.5,2.5,-633.95
24/03/2020,11,2.5,2.5,-746.975
24/03/2020,12,2.5,2.5,-762.447
24/03/2020,13,0,0,-930.479
24/03/2020,14,2.5,2.5,-925.651
24/03/2020,15,1.95,1.95,-551.576
24/03/2020,16,1.95,1.95,-585.575
24/03/2020,17,1.95,1.95,-500.667
24/03/2020,18,4.5,4.5,-401.23
24/03/2020,19,9.62985,9.62985,-100.49
24/03/2020,20,9,9,-286.136
24/03/2020,21,2.1,2.1,-462.706
24/03/2020,22,1.95,1.95,-642.534
24/03/2020,23,0,0,-799.498
24/03/2020,24,0,0,-827.025
24/03/2020,25,2,2,-415.732
24/03/2020,26,2.5,2.5,-252.275
24/03/2020,27,11.03,11.03,-169.22
24/03/2020,28,2.1,2.1,-427.441
24/03/2020,29,0,0,-638.025
24/03/2020,30,2.1,2.1,-427.231
24/03/2020,31,23.74,23.74,-228.26
24/03/2020,32,2.5,2.5,-359.605
24/03/2020,33,2.5,2.5,-379.985
24/03/2020,34,2.5,2.5,-377.483
24/03/2020,35,39,39,42.386
24/03/2020,36,44,44,433.839
24/03/2020,37,44,44,231.017
24/03/2020,38,44,44,433.522
24/03/2020,39,44,44,124.152
24/03/2020,40,13,13,-30.023
24/03/2020,41,3,3,-428.09
24/03/2020,42,2.2,2.2,-626.11
24/03/2020,43,4,4,-580.89
24/03/2020,44,3,3,-746.429
24/03/2020,45,2.5,2.5,-613.458
24/03/2020,46,2.5,2.5,-364.021
24/03/2020,47,17.24,17.24,-119.824
24/03/2020,48,2.5,2.5,-400.016
25/03/2020,1,2.5,2.5,-637.499
25/03/2020,2,2.5,2.5,-562.807
25/03/2020,3,15.61012,15.61012,-303.114
25/03/2020,4,15.87,15.87,-224.268
25/03/2020,5,14.75,14.75,-44.134
25/03/2020,6,39.5,39.5,29.228
25/03/2020,7,39.5,39.5,166.267
25/03/2020,8,39.5,39.5,111.714
25/03/2020,9,25.97,25.97,-185.047
25/03/2020,10,19.99,19.99,-195.373
25/03/2020,11,21.26,21.26,-403.695
25/03/2020,12,22.34,22.34,-259.149
25/03/2020,13,24.66,24.66,-83.937
25/03/2020,14,9,9,-338.256
25/03/2020,15,2,2,-659.076
25/03/2020,16,1.85,1.85,-1229.071
25/03/2020,17,1.85,1.85,-834.481
25/03/2020,18,4,4,-870.895
25/03/2020,19,5.3,5.3,-677.784
25/03/2020,20,5.90813,5.90813,-444.298
25/03/2020,21,7,7,-293.73
25/03/2020,22,7.3,7.3,-587.399
25/03/2020,23,7.9,7.9,-875.761
25/03/2020,24,7.9,7.9,-793.961
25/03/2020,25,7.9,7.9,-266.027
25/03/2020,26,7.9,7.9,-178.459
25/03/2020,27,7.9,7.9,-529.722
25/03/2020,28,7.9,7.9,-647.279
25/03/2020,29,7.9,7.9,-566.61
25/03/2020,30,3.1,3.1,-473.108
25/03/2020,31,9,9,-512.911
25/03/2020,32,9,9,-245.276
25/03/2020,33,9.5,9.5,-331.673
25/03/2020,34,9.65,9.65,-308.404
25/03/2020,35,9.65,9.65,-397.995
25/03/2020,36,11.2,11.2,-110.202
25/03/2020,37,11.2,11.2,-132.769
25/03/2020,38,50.95,50.95,42.317
25/03/2020,39,11.5,11.5,-76.862
25/03/2020,40,11.5,11.5,-298.96
25/03/2020,41,11.4,11.4,-618.811
25/03/2020,42,11.55,11.55,-190.677
25/03/2020,43,14.2,14.2,-50.535
25/03/2020,44,11.55,11.55,-163.2
25/03/2020,45,40,40,111.845
25/03/2020,46,40,40,326.8
25/03/2020,47,13.92,13.92,-114.667
25/03/2020,48,12.5,12.5,-266.103
26/03/2020,1,11.5,11.5,-399.411
26/03/2020,2,12.75,12.75,-124.342
26/03/2020,3,41.4,41.4,131.771
26/03/2020,4,41.4,41.4,51.165
26/03/2020,5,29.58,29.58,-33.699
26/03/2020,6,41.4,41.4,25.135
26/03/2020,7,41.4,41.4,258.571
26/03/2020,8,49,49,308.175
26/03/2020,9,49,49,224.216
26/03/2020,10,41.4,41.4,205.293
26/03/2020,11,40,40,138.87
26/03/2020,12,15.41949,15.41949,-84.63
26/03/2020,13,11.5,11.5,-252.751
26/03/2020,14,11.8,11.8,-61.171
26/03/2020,15,14.2,14.2,-5.106
26/03/2020,16,45,45,14.456
26/03/2020,17,11.8,11.8,-98.617
26/03/2020,18,14.2,14.2,-68.485
26/03/2020,19,45,45,17.392
26/03/2020,20,11.3,11.3,-89.539
26/03/2020,21,11.5,11.5,-282.61
26/03/2020,22,11.5,11.5,-439.239
26/03/2020,23,12.20596,12.20596,-232.789
26/03/2020,24,14.4,14.4,-249.183
26/03/2020,25,15.25,15.25,-5.575
26/03/2020,26,15.2,15.2,-94.647
26/03/2020,27,37.5,37.5,48.283
26/03/2020,28,16,16,-8.678
26/03/2020,29,12,12,-232.323
26/03/2020,30,12.25,12.25,-376.639
26/03/2020,31,14.4,14.4,-301.82
26/03/2020,32,15.3,15.3,-40.62
26/03/2020,33,15.3,15.3,-108.333
26/03/2020,34,34,34,7.831
26/03/2020,35,15.2,15.2,-438.175
26/03/2020,36,15.35,15.35,-71.733
26/03/2020,37,16.5,16.5,-60.617
26/03/2020,38,16.5,16.5,-108.706
26/03/2020,39,25,25,-19.182
26/03/2020,40,16.6,16.6,-43.726
26/03/2020,41,16.6,16.6,-7.195
26/03/2020,42,15.3,15.3,-565.595
26/03/2020,43,14.4,14.4,-886.572
26/03/2020,44,10,10,-875.948
26/03/2020,45,15.35,15.35,-182.229
26/03/2020,46,42,42,349.994
26/03/2020,47,38.75,38.75,346.188
26/03/2020,48,38.72,38.72,160.243
27/03/2020,1,38.8,38.8,92.071
27/03/2020,2,38.8,38.8,154.8
27/03/2020,3,14.29,14.29,-102.958
27/03/2020,4,12.35,12.35,-212.961
27/03/2020,5,12.62125,12.62125,-121.649
27/03/2020,6,12,12,-249.784
27/03/2020,7,11.97,11.97,-105.609
27/03/2020,8,13.7,13.7,-93.592
27/03/2020,9,10.63863,10.63863,-194.419
27/03/2020,10,10.7,10.7,-183.916
27/03/2020,11,36.55,36.55,4.289
27/03/2020,12,36.55,36.55,5.767
27/03/2020,13,12.3,12.3,-114.453
27/03/2020,14,21.42,21.42,-38.584
27/03/2020,15,12.35,12.35,-147.667
27/03/2020,16,38.85,38.85,80.371
27/03/2020,17,38.9,38.9,212.209
27/03/2020,18,38.9,38.9,225.277
27/03/2020,19,14,14,-144.525
27/03/2020,20,13,13,-366.107
27/03/2020,21,13,13,-455.838
27/03/2020,22,13,13,-389.712
27/03/2020,23,13.05,13.05,-336.98
27/03/2020,24,13,13,-365.104
27/03/2020,25,13,13,-249.114
27/03/2020,26,13,13,-335.104
27/03/2020,27,13.06,13.06,-351.922
27/03/2020,28,3.5,3.5,-506.996
27/03/2020,29,11.31,11.31,-409.375
27/03/2020,30,3.5,3.5,-270.209
27/03/2020,31,3.5,3.5,-185.814
27/03/2020,32,3.5,3.5,-283.565
27/03/2020,33,36.75,36.75,25.122
27/03/2020,34,37,37,371.271
27/03/2020,35,44,44,516.347
27/03/2020,36,44,44,586.258
27/03/2020,37,44,44,522.644
27/03/2020,38,44,44,597.186
27/03/2020,39,44,44,522.613
27/03/2020,40,40,40,-42.214
27/03/2020,41,41.5,41.5,21.532
27/03/2020,42,38,38,9.911
27/03/2020,43,38,38,48.377
27/03/2020,44,35,35,-31.51
27/03/2020,45,11.5,11.5,-257.285
27/03/2020,46,3.55,3.55,-680.056
27/03/2020,47,3.7,3.7,-657.302
27/03/2020,48,16.18,16.18,-460.139
28/03/2020,1,4,4,-516.646
28/03/2020,2,17.68,17.68,-142.666
28/03/2020,3,17.84,17.84,-79.442
28/03/2020,4,17.84,17.84,-173.5
28/03/2020,5,15.26,15.26,-312.567
28/03/2020,6,14.74,14.74,-451.223
28/03/2020,7,14.74,14.74,-220.579
28/03/2020,8,14.22,14.22,-504.363
28/03/2020,9,15.13002,15.13002,-144.218
28/03/2020,10,14.41008,14.41008,-304.283
28/03/2020,11,15.41,15.41,-183.681
28/03/2020,12,14.88,14.88,-273.696
28/03/2020,13,4,4,-456.217
