Settlement Date,Settlement Period,System Sell Price(GBP/MWh),System Buy Price(GBP/MWh),Net Imbalance Volume(MWh)
27/11/2022,12,169.9,169.9,97.019
27/11/2022,13,169.9,169.9,148.005
27/11/2022,14,199,199,359.022
27/11/2022,15,169.9,169.9,143.707
27/11/2022,16,223,223,356.425
27/11/2022,17,223,223,158.668
27/11/2022,18,224,224,517.773
27/11/2022,19,224,224,411.925
27/11/2022,20,223,223,107.044
27/11/2022,21,223,223,81.467
27/11/2022,22,223,223,111.13
27/11/2022,23,223,223,94.211
27/11/2022,24,95.1,95.1,-50.21
27/11/2022,25,223,223,89.209
27/11/2022,26,223,223,134.434
27/11/2022,27,223,223,65.534
27/11/2022,28,214,214,106.182
27/11/2022,29,230,230,345.744
27/11/2022,30,92.25,92.25,-287.984
27/11/2022,31,97,97,-104.317
27/11/2022,32,97,97,-140.594
27/11/2022,33,97,97,-15.295
27/11/2022,34,243.66,243.66,190.973
27/11/2022,35,269.33013,269.33013,314.742
27/11/2022,36,264.48,264.48,164.035
27/11/2022,37,255,255,351.438
27/11/2022,38,255,255,326.404
27/11/2022,39,246.4,246.4,255.757
27/11/2022,40,99,99,-58.563
27/11/2022,41,196.68,196.68,21.774
27/11/2022,42,101,101,-11.716
27/11/2022,43,200,200,119.061
27/11/2022,44,207,207,249.298
27/11/2022,45,204,204,175.38
27/11/2022,46,201,201,160.789
27/11/2022,47,203.85,203.85,399.327
27/11/2022,48,178.61,178.61,-58.363
28/11/2022,1,198,198,119.204
28/11/2022,2,198,198,16.372
28/11/2022,3,166.66,166.66,-5.398
28/11/2022,4,198,198,84.773
28/11/2022,5,215,215,101.025
28/11/2022,6,102.2,102.2,-297.256
28/11/2022,7,148.8,148.8,-119.028
28/11/2022,8,85,85,-69.56
28/11/2022,9,213,213,24.382
28/11/2022,10,85,85,-403.247
28/11/2022,11,212,212,92.59
28/11/2022,12,195,195,37.331
28/11/2022,13,259,259,98.258
28/11/2022,14,299.3,299.3,367.345
28/11/2022,15,103.1,103.1,-293.447
28/11/2022,16,321.31,321.31,65.187
28/11/2022,17,110,110,-27.304
28/11/2022,18,324,324,151.39
28/11/2022,19,325.18,325.18,152.598
28/11/2022,20,325.46,325.46,207.38
28/11/2022,21,420,420,203.103
28/11/2022,22,324,324,54.45
28/11/2022,23,113,113,-62.006
28/11/2022,24,112.5,112.5,-195.554
28/11/2022,25,113,113,-287.426
28/11/2022,26,113.5,113.5,-238.483
28/11/2022,27,114.5,114.5,-225.008
28/11/2022,28,115,115,-144.49
28/11/2022,29,116.5,116.5,-121.649
28/11/2022,30,116.5,116.5,-95.304
28/11/2022,31,116.5,116.5,-202.397
28/11/2022,32,117,117,-94.383
28/11/2022,33,117,117,-358.148
28/11/2022,34,150,150,-31.869
28/11/2022,35,140,140,-209.256
28/11/2022,36,141,141,-233.286
28/11/2022,37,141,141,-145.412
28/11/2022,38,160,160,-128.286
28/11/2022,39,160.3,160.3,-29.542
28/11/2022,40,145.2,145.2,-71.599
28/11/2022,41,759,759,282.055
28/11/2022,42,145.3,145.3,-122.185
28/11/2022,43,420,420,86.874
28/11/2022,44,141,141,-115.919
28/11/2022,45,145.5,145.5,-19.127
28/11/2022,46,141,141,-274.734
28/11/2022,47,330,330,861.626
28/11/2022,48,277.3,277.3,438.774
29/11/2022,1,250.29,250.29,100.635
29/11/2022,2,253.6,253.6,258.188
29/11/2022,3,250,250,32.523
29/11/2022,4,146.45,146.45,-44.617
29/11/2022,5,146.6,146.6,-160.457
29/11/2022,6,146.8,146.8,-46.439
29/11/2022,7,330,330,173.354
29/11/2022,8,325,325,145.1
29/11/2022,9,148,148,-18.416
29/11/2022,10,300,300,27.12
29/11/2022,11,282,282,370.575
29/11/2022,12,279.91,279.91,227.667
29/11/2022,13,373.85018,373.85018,125.09
29/11/2022,14,382,382,562.806
29/11/2022,15,150.5,150.5,-10.466
29/11/2022,16,408.71,408.71,204.257
29/11/2022,17,410.8,410.8,208.046
29/11/2022,18,411.49672,411.49672,289.377
29/11/2022,19,416.04,416.04,387.29
29/11/2022,20,414.08,414.08,266.392
29/11/2022,21,422.64,422.64,350.201
29/11/2022,22,418.74,418.74,178.083
29/11/2022,23,394.96,394.96,120.358
29/11/2022,24,398.73,398.73,324.391
29/11/2022,25,475,475,752.781
29/11/2022,26,475,475,928.127
29/11/2022,27,430.28,430.28,263.109
29/11/2022,28,430.28,430.28,186.624
29/11/2022,29,407.54,407.54,76.235
29/11/2022,30,407.12,407.12,56.223
29/11/2022,31,436.10429,436.10429,250.386
29/11/2022,32,468.80725,468.80725,362.944
29/11/2022,33,522.30894,522.30894,48.706
29/11/2022,34,377.99985,377.99985,4.479
29/11/2022,35,378.00021,378.00021,18.184
29/11/2022,36,170.1,170.1,-11.125
29/11/2022,37,979,979,106.703
29/11/2022,38,170.1,170.1,-119.364
29/11/2022,39,396.77,396.77,100.003
29/11/2022,40,172,172,-16.089
29/11/2022,41,313,313,252.175
29/11/2022,42,171.2,171.2,-115.339
29/11/2022,43,485,485,218.741
29/11/2022,44,284.96,284.96,42.106
29/11/2022,45,271.37021,271.37021,235.097
29/11/2022,46,267.15,267.15,128.172
29/11/2022,47,310,310,170.163
29/11/2022,48,178.2,178.2,-19.44
30/11/2022,1,173.1,173.1,-56.603
30/11/2022,2,185,185,24.375
30/11/2022,3,325,325,156.866
30/11/2022,4,300,300,7.612
30/11/2022,5,173.4,173.4,-159.743
30/11/2022,6,178.3,178.3,-12.959
30/11/2022,7,294,294,101.917
30/11/2022,8,178.6,178.6,-48.642
30/11/2022,9,112,112,-76.508
30/11/2022,10,290,290,16.53
30/11/2022,11,180,180,-40.993
30/11/2022,12,180,180,-222.581
30/11/2022,13,182,182,-166.365
30/11/2022,14,398,398,123.222
30/11/2022,15,425,425,50.096
30/11/2022,16,431.24,431.24,228.161
30/11/2022,17,189,189,-79.325
30/11/2022,18,438.32,438.32,107.712
30/11/2022,19,436,436,229.8
30/11/2022,20,440,440,209.085
30/11/2022,21,438,438,90.127
30/11/2022,22,200,200,-56.3
30/11/2022,23,192,192,-103.594
30/11/2022,24,411.98539,411.98539,12.064
30/11/2022,25,210,210,-5.807
30/11/2022,26,192,192,-52.139
30/11/2022,27,389.28,389.28,232.711
30/11/2022,28,383.5,383.5,62.763
30/11/2022,29,395.92,395.92,201.112
30/11/2022,30,396.96,396.96,262.66
30/11/2022,31,200,200,-16.884
30/11/2022,32,402.57,402.57,218.689
30/11/2022,33,428.21,428.21,147.764
30/11/2022,34,600,600,336.133
30/11/2022,35,570,570,66.4
30/11/2022,36,570,570,44.434
30/11/2022,37,414,414,319.111
30/11/2022,38,409.5,409.5,172.508
30/11/2022,39,500,500,779.722
30/11/2022,40,372.7,372.7,388.84
30/11/2022,41,316.87,316.87,463.37
30/11/2022,42,308.82,308.82,50.735
30/11/2022,43,380,380,453.944
30/11/2022,44,282.04,282.04,122.381
30/11/2022,45,191.3,191.3,-275.122
30/11/2022,46,181.5,181.5,-640.816
30/11/2022,47,191,191,-314.189
30/11/2022,48,200,200,-86.852
01/12/2022,1,240,240,122.15
01/12/2022,2,240,240,71.149
01/12/2022,3,200.05,200.05,-43.795
01/12/2022,4,200.05,200.05,-15.555
01/12/2022,5,300,300,91.365
01/12/2022,6,300,300,134.471
01/12/2022,7,350,350,111.061
01/12/2022,8,300,300,83.835
01/12/2022,9,295,295,75.286
01/12/2022,10,290,290,123.543
01/12/2022,11,201,201,-54.698
01/12/2022,12,300,300,159.855
01/12/2022,13,387.5,387.5,68.589
01/12/2022,14,392.29,392.29,190.149
01/12/2022,15,394.81,394.81,286.577
01/12/2022,16,400,400,669.135
01/12/2022,17,400,400,420.703
01/12/2022,18,400,400,465.81
01/12/2022,19,400,400,415.764
01/12/2022,20,400,400,440.53
01/12/2022,21,449.12757,449.12757,629.239
01/12/2022,22,444.95,444.95,563.133
01/12/2022,23,379.54,379.54,331.387
01/12/2022,24,377.29,377.29,240.058
01/12/2022,25,379,379,112.921
01/12/2022,26,380.5,380.5,147.776
01/12/2022,27,394,394,210.449
01/12/2022,28,384.36,384.36,101.687
01/12/2022,29,388.52,388.52,167.211
01/12/2022,30,388.06,388.06,161.986
01/12/2022,31,398.54528,398.54528,157.601
01/12/2022,32,401.55,401.55,262.534
01/12/2022,33,426.24,426.24,169.107
01/12/2022,34,418.01043,418.01043,63.872
01/12/2022,35,468.49998,468.49998,113.441
01/12/2022,36,489.8088,489.8088,110.243
01/12/2022,37,584,584,383.182
01/12/2022,38,414.73,414.73,223.192
01/12/2022,39,584,584,415.123
01/12/2022,40,468.9,468.9,264.86
01/12/2022,41,450,450,179.429
01/12/2022,42,450,450,70.519
01/12/2022,43,475,475,301.792
01/12/2022,44,465,465,220.487
01/12/2022,45,420,420,93.097
01/12/2022,46,216.25,216.25,-157.335
01/12/2022,47,324,324,46.821
01/12/2022,48,324,324,41.2
02/12/2022,1,324,324,178.557
02/12/2022,2,324,324,176.558
02/12/2022,3,217.05,217.05,-21.004
02/12/2022,4,184.25,184.25,-158.744
02/12/2022,5,300,300,123.425
02/12/2022,6,325,325,139.76
02/12/2022,7,395,395,234.531
02/12/2022,8,325,325,207.976
02/12/2022,9,325,325,262.195
02/12/2022,10,380,380,106.414
02/12/2022,11,324.50667,324.50667,119.754
02/12/2022,12,300,300,7.263
02/12/2022,13,201,201,-686.161
02/12/2022,14,216,216,-213.888
02/12/2022,15,381,381,68.578
02/12/2022,16,395,395,131.766
02/12/2022,17,395,395,9.214
02/12/2022,18,399.43,399.43,173.144
02/12/2022,19,419.8,419.8,240.61
02/12/2022,20,384.57,384.57,30.308
02/12/2022,21,372.26,372.26,95.875
02/12/2022,22,371.4,371.4,23.258
02/12/2022,23,216.3,216.3,-23.695
02/12/2022,24,216.3,216.3,-49.401
02/12/2022,25,349.9301,349.9301,85.912
02/12/2022,26,216.12,216.12,-0.323
02/12/2022,27,216.12,216.12,-90.125
02/12/2022,28,216.12,216.12,-32.77
02/12/2022,29,216.12,216.12,-50.728
02/12/2022,30,216.12,216.12,-30.223
02/12/2022,31,216.12,216.12,-70.643
02/12/2022,32,211.1,211.1,-106.18
02/12/2022,33,359,359,81.349
02/12/2022,34,364,364,125.128
02/12/2022,35,377.86,377.86,4.673
02/12/2022,36,215.01,215.01,-33.326
02/12/2022,37,215,215,-243.631
02/12/2022,38,213.01,213.01,-346.863
02/12/2022,39,211.2,211.2,-498.789
02/12/2022,40,215.01,215.01,-83.637
02/12/2022,41,375,375,277.883
02/12/2022,42,345,345,87.076
02/12/2022,43,350,350,127.433
02/12/2022,44,211.6,211.6,-151.988
02/12/2022,45,211.6,211.6,-192.223
02/12/2022,46,211.3,211.3,-292.469
02/12/2022,47,344,344,152.718
02/12/2022,48,345,345,371.22
03/12/2022,1,335,335,362.446
03/12/2022,2,325,325,336.362
03/12/2022,3,325,325,209.089
03/12/2022,4,325,325,123.163
03/12/2022,5,325,325,3.691
03/12/2022,6,211.6,211.6,-14.629
03/12/2022,7,288,288,2.168
03/12/2022,8,191.5,191.5,-62.214
03/12/2022,9,340,340,285.369
03/12/2022,10,184.25,184.25,-186.183
03/12/2022,11,185.1,185.1,-12.169
03/12/2022,12,215.01,215.01,-21.644
03/12/2022,13,215.01,215.01,-103.416
03/12/2022,14,185.1,185.1,-421.725
03/12/2022,15,201,201,-214.005
03/12/2022,16,201,201,-231.565
03/12/2022,17,197,197,-135.892
03/12/2022,18,191.8,191.8,-467.738
03/12/2022,19,193.2,193.2,-159.988
03/12/2022,20,360,360,3.33
03/12/2022,21,215.01,215.01,-13.764
03/12/2022,22,200,200,-19.882
03/12/2022,23,200.16,200.16,-31.498
03/12/2022,24,360,360,22.997
03/12/2022,25,200,200,-223.94
03/12/2022,26,200.06752,200.06752,-167.144
03/12/2022,27,200.2,200.2,-98.617
03/12/2022,28,200.2,200.2,-188.936
03/12/2022,29,192,192,-298.4
03/12/2022,30,200.25,200.25,-89.519
03/12/2022,31,352.6,352.6,175.676
03/12/2022,32,324.77,324.77,16.067
03/12/2022,33,342.56,342.56,15.973
03/12/2022,34,388.72,388.72,38.212
03/12/2022,35,379.88,379.88,95.578
03/12/2022,36,343.17,343.17,29.264
03/12/2022,37,337.88,337.88,97.608
03/12/2022,38,337.88,337.88,115.998
03/12/2022,39,200.1402,200.1402,-201.751
03/12/2022,40,200.55,200.55,-180.382
03/12/2022,41,220,220,-18.394
03/12/2022,42,200.55,200.55,-442.919
03/12/2022,43,200.55,200.55,-514.949
03/12/2022,44,198,198,-605.444
03/12/2022,45,200.55,200.55,-205.519
03/12/2022,46,287,287,220.442
03/12/2022,47,287,287,219.218
03/12/2022,48,325,325,351.544
04/12/2022,1,279,279,98.707
04/12/2022,2,325,325,436.196
04/12/2022,3,279,279,95.685
04/12/2022,4,180,180,-337.761
04/12/2022,5,195,195,-62.839
04/12/2022,6,280,280,143.958
04/12/2022,7,295,295,236.873
04/12/2022,8,82,82,-163.947
04/12/2022,9,68,68,-135.82
04/12/2022,10,325,325,72.405
04/12/2022,11,300,300,213.075
04/12/2022,12,250,250,-59.739
04/12/2022,13,342.96649,342.96649,208.889
04/12/2022,14,325,325,137.921
04/12/2022,15,345,345,426.619
04/12/2022,16,325,325,253.472
04/12/2022,17,325,325,148.523
04/12/2022,18,325,325,187.053
04/12/2022,19,186.2,186.2,-242.909
04/12/2022,20,211,211,-9.929
04/12/2022,21,211,211,-42.37
04/12/2022,22,325,325,121.15
04/12/2022,23,339,339,303.429
04/12/2022,24,348,348,360.856
04/12/2022,25,348,348,213.456
04/12/2022,26,339,339,28.379
04/12/2022,27,324,324,0.411
04/12/2022,28,348,348,231.981
04/12/2022,29,363.9,363.9,450.558
04/12/2022,30,348,348,343.728
04/12/2022,31,363.9,363.9,223.858
04/12/2022,32,399,399,350.683
04/12/2022,33,400,400,356.322
04/12/2022,34,399,399,237.837
04/12/2022,35,408,408,604.394
04/12/2022,36,400,400,370.306
04/12/2022,37,387,387,258.101
04/12/2022,38,363.9,363.9,151.72
04/12/2022,39,205.1,205.1,-167.708
04/12/2022,40,205.1,205.1,-237.106
04/12/2022,41,205.1,205.1,-153.496
04/12/2022,42,198.2,198.2,-385.712
04/12/2022,43,355,355,200.147
04/12/2022,44,415,415,297.399
04/12/2022,45,350,350,260.65
04/12/2022,46,211,211,-5.254
04/12/2022,47,193,193,-68.878
04/12/2022,48,193,193,-81.171
05/12/2022,1,193,193,-57.294
05/12/2022,2,190,190,-89.732
05/12/2022,3,190,190,-342.795
05/12/2022,4,190,190,-463.595
05/12/2022,5,190,190,-234.46
05/12/2022,6,295,295,63.27
05/12/2022,7,295,295,73.349
05/12/2022,8,190,190,-80.169
05/12/2022,9,190,190,-272.665
05/12/2022,10,190,190,-438.444
05/12/2022,11,190,190,-508.665
05/12/2022,12,180,180,-605.049
05/12/2022,13,190,190,-240.154
05/12/2022,14,180,180,-555.239
05/12/2022,15,198.15,198.15,-212.906
05/12/2022,16,198.15,198.15,-134.791
05/12/2022,17,202.5,202.5,-4.75
05/12/2022,18,368,368,100.614
05/12/2022,19,414.8999,414.8999,91.04
05/12/2022,20,450,450,173.335
05/12/2022,21,414.90006,414.90006,201.379
05/12/2022,22,395,395,26.35
05/12/2022,23,367.99967,367.99967,4.35
05/12/2022,24,195.5,195.5,-70.7
05/12/2022,25,395,395,12.183
05/12/2022,26,395,395,97.556
05/12/2022,27,395,395,19.553
05/12/2022,28,414.8998,414.8998,45.267
05/12/2022,29,195,195,-134.283
05/12/2022,30,197.1,197.1,-77.633
05/12/2022,31,197.1,197.1,-137.492
05/12/2022,32,392,392,89.726
05/12/2022,33,392,392,41.95
05/12/2022,34,392,392,95.217
05/12/2022,35,392,392,95.9
05/12/2022,36,206.8,206.8,-60.814
05/12/2022,37,434.89962,434.89962,181.706
05/12/2022,38,392,392,39.587
05/12/2022,39,392,392,114.341
05/12/2022,40,449,449,164.75
05/12/2022,41,207,207,-67.892
05/12/2022,42,207,207,-185.52
05/12/2022,43,207,207,-176.058
05/12/2022,44,325,325,105.518
05/12/2022,45,207.3,207.3,-38.344
05/12/2022,46,207,207,-107.795
05/12/2022,47,325,325,430.285
05/12/2022,48,300,300,104.13
06/12/2022,1,50,50,-183.454
06/12/2022,2,320,320,136.696
06/12/2022,3,320,320,83.558
06/12/2022,4,325,325,125.458
06/12/2022,5,320,320,123.475
06/12/2022,6,325,325,285.69
06/12/2022,7,350,350,394.685
06/12/2022,8,300,300,182.45
06/12/2022,9,128,128,-183.076
06/12/2022,10,199,199,-268.631
06/12/2022,11,128,128,-197.48
06/12/2022,12,128,128,-193.571
06/12/2022,13,195,195,-20.951
06/12/2022,14,320,320,89.783
06/12/2022,15,389,389,68.296
06/12/2022,16,475,475,325.758
06/12/2022,17,457,457,434.734
06/12/2022,18,463,463,384.26
06/12/2022,19,450.23,450.23,287.266
06/12/2022,20,420,420,231.594
06/12/2022,21,450.48,450.48,354.172
06/12/2022,22,450.23,450.23,431.961
06/12/2022,23,420,420,406.842
06/12/2022,24,418.89,418.89,77.272
06/12/2022,25,205,205,-66.258
06/12/2022,26,255,255,-18.887
06/12/2022,27,406.08,406.08,285.22
06/12/2022,28,401.71067,401.71067,88.413
06/12/2022,29,422.5,422.5,374.255
06/12/2022,30,412.37,412.37,142.141
06/12/2022,31,205.5,205.5,-102.841
06/12/2022,32,417.49,417.49,154.909
06/12/2022,33,438,438,185.264
06/12/2022,34,441.62,441.62,586.571
06/12/2022,35,459.52,459.52,650.912
06/12/2022,36,450.5,450.5,191.293
06/12/2022,37,446.61013,446.61013,229.027
06/12/2022,38,451.2,451.2,582.602
06/12/2022,39,485,485,890.005
06/12/2022,40,448.5,448.5,572.375
06/12/2022,41,445,445,314.84
06/12/2022,42,430,430,170.906
06/12/2022,43,420,420,275.101
06/12/2022,44,400,400,260.111
06/12/2022,45,325,325,102.345
06/12/2022,46,324,324,158.953
06/12/2022,47,325,325,445.227
06/12/2022,48,324,324,350.736
07/12/2022,1,315,315,424.076
07/12/2022,2,324,324,565.628
07/12/2022,3,206.5,206.5,-20.058
07/12/2022,4,206.3,206.3,-57.223
07/12/2022,5,289,289,56.683
07/12/2022,6,290,290,183.235
07/12/2022,7,289,289,0.627
07/12/2022,8,289,289,31.142
07/12/2022,9,290,290,157.032
07/12/2022,10,290,290,144.885
07/12/2022,11,206.5,206.5,-18.579
07/12/2022,12,324,324,203.823
07/12/2022,13,336,336,393.199
07/12/2022,14,314,314,192.799
07/12/2022,15,386.95,386.95,234.972
07/12/2022,16,426.2,426.2,528.953
07/12/2022,17,432,432,439.156
07/12/2022,18,440.82,440.82,546.92
07/12/2022,19,398.93,398.93,17.874
07/12/2022,20,419,419,181.746
07/12/2022,21,419,419,167.559
07/12/2022,22,228.49364,228.49364,-9.179
07/12/2022,23,138.5,138.5,-29.167
07/12/2022,24,394,394,9.68
07/12/2022,25,415,415,55.459
07/12/2022,26,209,209,-0.502
07/12/2022,27,418,418,81.45
07/12/2022,28,210,210,-77.011
07/12/2022,29,208.5,208.5,-211.302
07/12/2022,30,210,210,-170.831
07/12/2022,31,389.92,389.92,223.857
07/12/2022,32,387.79013,387.79013,106.974
07/12/2022,33,422.75,422.75,26.98
07/12/2022,34,428.78,428.78,192.19
07/12/2022,35,210.01,210.01,-92.81
07/12/2022,36,215,215,-30.578
07/12/2022,37,425,425,266.319
07/12/2022,38,424,424,211.573
07/12/2022,39,378.72,378.72,201.705
07/12/2022,40,378.72,378.72,182.836
07/12/2022,41,325.25013,325.25013,110.517
07/12/2022,42,207,207,-232.381
07/12/2022,43,212.03,212.03,-471.5
07/12/2022,44,212.03,212.03,-145.67
07/12/2022,45,215,215,-284.315
07/12/2022,46,340,340,53.206
07/12/2022,47,364,364,280.64
07/12/2022,48,340,340,380.424
08/12/2022,1,340,340,374.118
08/12/2022,2,359,359,527.028
08/12/2022,3,340,340,332.289
08/12/2022,4,325,325,279.023
08/12/2022,5,204,204,-109.375
08/12/2022,6,334,334,237.967
08/12/2022,7,328,328,66.834
08/12/2022,8,330,330,444.177
08/12/2022,9,329,329,352.424
08/12/2022,10,290,290,13.156
08/12/2022,11,375,375,60.165
08/12/2022,12,227.5,227.5,-0.175
08/12/2022,13,220,220,-126.755
08/12/2022,14,225,225,-31.324
08/12/2022,15,225,225,-236.181
08/12/2022,16,421.53,421.53,222.812
08/12/2022,17,228.1,228.1,-66.156
08/12/2022,18,433.90509,433.90509,271.1
08/12/2022,19,427.46,427.46,288.229
08/12/2022,20,425.34,425.34,225.386
08/12/2022,21,416.82,416.82,222.133
08/12/2022,22,230.3,230.3,-15.431
08/12/2022,23,230.3,230.3,-3.323
08/12/2022,24,230.3,230.3,-138.953
08/12/2022,25,230.3,230.3,-82.636
08/12/2022,26,383.14,383.14,16.533
08/12/2022,27,392.94,392.94,234.035
08/12/2022,28,394.05,394.05,345.046
08/12/2022,29,398,398,266.481
08/12/2022,30,404.13,404.13,503.992
08/12/2022,31,410,410,50.372
08/12/2022,32,525,525,328.277
08/12/2022,33,271.5,271.5,-5.145
08/12/2022,34,271.5,271.5,-22.365
08/12/2022,35,228.1,228.1,-199.657
08/12/2022,36,231.4,231.4,-271.204
08/12/2022,37,245,245,-4.339
08/12/2022,38,419.66,419.66,158.957
08/12/2022,39,414.15013,414.15013,262.623
08/12/2022,40,620,620,396.494
08/12/2022,41,490,490,407.96
08/12/2022,42,363.61014,363.61014,289.546
08/12/2022,43,490,490,542.211
08/12/2022,44,450,450,406.688
08/12/2022,45,424,424,404.327
08/12/2022,46,322.32,322.32,54.326
08/12/2022,47,424,424,371.058
08/12/2022,48,375,375,565.649
09/12/2022,1,296.27,296.27,226.303
09/12/2022,2,231.4,231.4,-124.803
09/12/2022,3,203.1,203.1,-701.527
09/12/2022,4,203.6326,203.6326,-633.446
09/12/2022,5,205.2,205.2,-395.185
09/12/2022,6,205.2,205.2,-129.915
09/12/2022,7,231.4,231.4,-136.564
09/12/2022,8,231.4,231.4,-69.492
09/12/2022,9,231.4,231.4,-147.098
09/12/2022,10,220.1,220.1,-478.756
09/12/2022,11,231.4,231.4,-603.322
09/12/2022,12,231.4,231.4,-564.169
09/12/2022,13,232.1,232.1,-263.433
09/12/2022,14,402.82,402.82,308.167
09/12/2022,15,506.04,506.04,117.008
09/12/2022,16,520,520,495.502
09/12/2022,17,527.80987,527.80987,549.684
09/12/2022,18,536.18,536.18,817.357
09/12/2022,19,518.64,518.64,517.855
09/12/2022,20,518.64,518.64,560.994
09/12/2022,21,499.68,499.68,241.492
09/12/2022,22,286,286,-29.656
09/12/2022,23,447.39,447.39,75.969
09/12/2022,24,454.27,454.27,200.674
09/12/2022,25,451.7,451.7,541.497
09/12/2022,26,442.98,442.98,167.018
09/12/2022,27,286.1,286.1,-14.81
09/12/2022,28,424.27,424.27,5.323
09/12/2022,29,450.30193,450.30193,478.861
09/12/2022,30,455.31,455.31,646.138
09/12/2022,31,492.2,492.2,260.063
09/12/2022,32,499.99,499.99,652.49
09/12/2022,33,469.49,469.49,119.553
09/12/2022,34,750,750,474.163
09/12/2022,35,750,750,441.261
09/12/2022,36,236,236,-25.767
09/12/2022,37,503.98,503.98,626.452
09/12/2022,38,498.8,498.8,383.148
09/12/2022,39,445.87,445.87,225.123
09/12/2022,40,295.01,295.01,-15.124
09/12/2022,41,377.42,377.42,263.477
09/12/2022,42,236,236,-32.698
09/12/2022,43,369.42,369.42,396.286
09/12/2022,44,236,236,-29.794
09/12/2022,45,329.12,329.12,229.676
09/12/2022,46,390,390,449.671
09/12/2022,47,395,395,258.063
09/12/2022,48,351,351,126.972
10/12/2022,1,351,351,171.589
10/12/2022,2,410,410,572.7
10/12/2022,3,550,550,817.386
10/12/2022,4,390,390,599.147
10/12/2022,5,390,390,178.879
10/12/2022,6,375,375,109.972
10/12/2022,7,339,339,27.975
10/12/2022,8,380,380,151.395
10/12/2022,9,310,310,69.66
10/12/2022,10,460,460,184.221
10/12/2022,11,340,340,333.711
10/12/2022,12,355,355,161.81
10/12/2022,13,236,236,-111.726
10/12/2022,14,236,236,-16.47
10/12/2022,15,304.58,304.58,100.757
10/12/2022,16,300.42817,300.42817,37.828
10/12/2022,17,364.48,364.48,466.165
10/12/2022,18,399,399,971.063
10/12/2022,19,420,420,576.307
10/12/2022,20,447,447,525.647
10/12/2022,21,372,372,467.732
10/12/2022,22,372,372,469.91
10/12/2022,23,355.92,355.92,440.926
10/12/2022,24,358.6,358.6,460.579
10/12/2022,25,332.7,332.7,333.227
10/12/2022,26,332.7,332.7,314.714
10/12/2022,27,437.80008,437.80008,4.319
10/12/2022,28,479.89984,479.89984,9.042
10/12/2022,29,479.89985,479.89985,62.298
10/12/2022,30,479.90027,479.90027,130.226
10/12/2022,31,457,457,45.108
10/12/2022,32,433.59599,433.59599,10.298
10/12/2022,33,518,518,76.389
10/12/2022,34,550,550,35.872
10/12/2022,35,575,575,374.531
10/12/2022,36,575,575,217.483
10/12/2022,37,575,575,518.925
10/12/2022,38,550,550,277.858
10/12/2022,39,356.97,356.97,383.025
10/12/2022,40,356.97,356.97,354.596
10/12/2022,41,314.06,314.06,303.684
10/12/2022,42,237.75,237.75,-163.03
10/12/2022,43,484.89944,484.89944,401.118
10/12/2022,44,309.2,309.2,314.39
10/12/2022,45,450,450,274.968
10/12/2022,46,405,405,84.472
10/12/2022,47,237.75,237.75,-234.963
10/12/2022,48,237.75,237.75,-266.834
11/12/2022,1,220,220,-177.273
11/12/2022,2,400,400,204.678
11/12/2022,3,350,350,213.393
11/12/2022,4,400,400,222.998
11/12/2022,5,350,350,127.377
11/12/2022,6,236.8,236.8,-30.774
11/12/2022,7,450,450,101.164
11/12/2022,8,236.8,236.8,-45.4
11/12/2022,9,236.8,236.8,-46.893
11/12/2022,10,205,205,-43.845
11/12/2022,11,205,205,-81.678
11/12/2022,12,205,205,-88.11
11/12/2022,13,205,205,-183.142
11/12/2022,14,236,236,-107.307
11/12/2022,15,440,440,302.764
11/12/2022,16,445.00019,445.00019,229.367
11/12/2022,17,226,226,-76.765
11/12/2022,18,447,447,144.093
11/12/2022,19,227.4,227.4,-694.873
11/12/2022,20,227.6,227.6,-368.488
11/12/2022,21,237.6,237.6,-89.801
11/12/2022,22,420,420,42.335
11/12/2022,23,475,475,254.145
11/12/2022,24,420,420,46.982
11/12/2022,25,475,475,187.28
11/12/2022,26,475.00026,475.00026,200.302
11/12/2022,27,458,458,89.676
11/12/2022,28,420,420,48.681
11/12/2022,29,420,420,41.174
11/12/2022,30,625,625,241.984
11/12/2022,31,625,625,73.17
11/12/2022,32,625,625,254.616
11/12/2022,33,625,625,213.022
11/12/2022,34,625,625,396.387
11/12/2022,35,625,625,521.965
11/12/2022,36,626,626,593.879
11/12/2022,37,625,625,396.606
11/12/2022,38,625,625,202.499
11/12/2022,39,625,625,323.693
11/12/2022,40,625,625,53.219
11/12/2022,41,625,625,263.265
11/12/2022,42,241,241,-32.188
11/12/2022,43,625,625,351.389
11/12/2022,44,242,242,-63.952
11/12/2022,45,242,242,-26.414
11/12/2022,46,242,242,-156.505
11/12/2022,47,565,565,279.49
11/12/2022,48,400,400,122.094
12/12/2022,1,451.99978,451.99978,448.841
12/12/2022,2,428.06317,428.06317,376.692
12/12/2022,3,376,376,125.365
12/12/2022,4,376,376,74.232
12/12/2022,5,242,242,-84.141
12/12/2022,6,290,290,25.342
12/12/2022,7,242,242,-46.283
12/12/2022,8,242,242,-113.379
12/12/2022,9,290,290,71.958
12/12/2022,10,242,242,-37.266
12/12/2022,11,241,241,-73.762
12/12/2022,12,241,241,-231.469
12/12/2022,13,242.3,242.3,-31.727
12/12/2022,14,553.7104,553.7104,432.188
12/12/2022,15,242.3,242.3,-386.933
12/12/2022,16,597.62,597.62,9.079
12/12/2022,17,320,320,-46.037
